Booking_ID,Passenger_ID,Flight_Number,Departure_Time,Class,Ticket_Price,Flight_Status
246140,76647,EK429,2/18/2023 17:41,Economy,4770.11,Cancelled
246141,27086,EK415,5/22/2024 15:50,Business,3136.21,On Time
246142,56856,EK879,1/27/2024 17:31,Economy,5732.16,Cancelled
246143,10837,EK996,4/29/2023 5:58,Business,697.43,On Time
246144,16653,EK785,7/14/2024 20:32,Business,4555.01,Delayed
246145,39072,EK759,12/16/2024 0:51,Economy,780.29,Delayed
246146,60111,EK849,10/25/2023 8:35,Economy,997.64,On Time
246147,44215,EK021,5/4/2023 17:21,First,3211.11,On Time
246148,14576,EK015,4/1/2023 9:51,Economy,3735.89,Cancelled
246149,77984,EK652,11/14/2024 9:29,Economy,5650.04,Delayed
246150,36565,EK225,12/18/2024 15:45,Business,3313.3,Cancelled
246151,62311,EK914,9/12/2024 10:25,Business,1040.75,Delayed
246152,53557,EK937,1/25/2024 9:58,First,4194.39,On Time
246153,27524,EK552,9/14/2023 1:41,Business,4487.83,On Time
246154,24714,EK621,3/6/2023 0:52,Economy,2434.83,Cancelled
246155,73573,EK684,10/3/2024 4:09,Business,3556.51,Delayed
246156,34932,EK142,8/5/2023 9:58,Economy,2920.78,Cancelled
246157,73348,EK200,7/25/2024 1:57,Economy,3284.99,Delayed
246158,77210,EK511,4/8/2023 22:52,Economy,3669.45,Delayed
246159,42484,EK982,10/18/2023 3:27,Business,4109.94,On Time
246160,42798,EK706,9/8/2023 20:18,First,481.95,Cancelled
246161,51845,EK616,3/28/2024 10:19,Economy,5391.58,Cancelled
246162,76213,EK895,4/7/2024 2:34,Business,3535.83,On Time
246163,2893,EK676,10/25/2024 4:39,Economy,2442.79,On Time
246164,42881,EK263,5/7/2023 3:22,First,3171.5,Delayed
246165,22344,EK538,11/22/2023 9:53,Economy,2255.79,Cancelled
246166,28936,EK446,10/18/2023 10:14,Economy,1656.01,On Time
246167,54636,EK580,8/4/2023 0:52,Business,3904.92,Cancelled
246168,41069,EK315,10/15/2023 6:50,First,886.62,Cancelled
246169,68300,EK036,11/30/2024 21:07,Economy,5149.9,Delayed
246170,39741,EK642,10/24/2023 1:40,Business,3267.96,Cancelled
246171,64393,EK102,4/2/2023 20:59,Business,1822.93,Delayed
246172,57247,EK715,3/15/2023 21:20,Economy,1378.76,On Time
246173,4934,EK206,9/29/2024 5:44,First,5782.64,Cancelled
246174,80506,EK502,5/23/2023 20:52,Economy,1191.54,Delayed
246175,70640,EK074,5/31/2024 9:23,First,3305.71,Cancelled
246176,43529,EK434,5/26/2023 2:38,First,5112.55,On Time
246177,38367,EK969,2/7/2024 12:27,Economy,270.79,Cancelled
246178,72543,EK138,3/18/2023 2:06,First,4609.69,Delayed
246179,77058,EK887,1/8/2024 11:06,First,2137.82,Cancelled
246180,79308,EK344,12/8/2023 10:21,Business,5116.97,On Time
246181,5699,EK085,4/20/2023 7:17,Economy,1893.38,On Time
246182,39760,EK227,8/14/2023 20:08,Business,2244.53,Cancelled
246183,11821,EK637,10/12/2023 19:29,Economy,2343.8,On Time
246184,62011,EK888,5/17/2024 8:35,Business,4355.74,On Time
246185,45902,EK527,7/23/2023 3:14,Business,4953.32,On Time
246186,77742,EK313,12/1/2024 10:43,First,5038.41,Cancelled
246187,46270,EK499,4/19/2023 0:12,Economy,3968,Cancelled
246188,22218,EK099,4/5/2023 8:11,Business,178.87,On Time
246189,37845,EK888,12/7/2023 15:18,Business,1736.03,On Time
246190,68435,EK048,11/5/2023 14:59,Economy,4348.17,Delayed
246191,55010,EK692,7/30/2024 13:08,First,4680.61,Delayed
246192,4564,EK489,1/9/2023 4:43,First,2881.31,Delayed
246193,15118,EK513,7/29/2024 21:12,First,441.8,Delayed
246194,57573,EK025,11/7/2024 18:50,Economy,3674.67,Cancelled
246195,42052,EK229,6/19/2023 6:30,First,505.86,Cancelled
246196,42572,EK060,10/15/2024 12:08,Business,1050.27,Delayed
246197,41565,EK353,3/10/2023 16:36,First,3917.06,Cancelled
246198,76876,EK724,12/14/2024 14:04,Economy,4201.3,On Time
246199,36148,EK643,7/3/2023 22:04,First,5721.88,On Time
246200,15183,EK074,7/18/2023 19:39,Economy,318.14,On Time
246201,55206,EK006,4/1/2024 2:43,Economy,4824.61,Cancelled
246202,65605,EK629,7/22/2023 7:39,Economy,5161.51,On Time
246203,59159,EK449,9/5/2024 7:52,Economy,1374.66,Cancelled
246204,60764,EK644,3/24/2024 23:19,Business,5549.48,Cancelled
246205,34163,EK280,6/11/2023 16:13,First,1342.14,Cancelled
246206,50814,EK382,1/15/2023 8:24,Business,5524.46,On Time
246207,20597,EK166,4/18/2023 11:10,First,4613.75,Cancelled
246208,9766,EK989,3/27/2023 10:52,Business,5043.98,Delayed
246209,54233,EK870,2/23/2023 23:18,Business,1399.63,On Time
246210,71781,EK473,3/30/2023 7:24,First,5565.75,Cancelled
246211,1971,EK714,6/11/2023 19:59,Economy,5851.68,Delayed
246212,55396,EK277,11/21/2023 15:37,First,3818.49,Delayed
246213,15671,EK245,1/2/2024 16:37,Economy,5954.18,On Time
246214,10254,EK891,3/14/2023 16:13,Business,4917.13,On Time
246215,16262,EK813,1/29/2023 12:43,Economy,402.67,Cancelled
246216,41666,EK572,1/9/2024 23:39,Economy,2784.53,Cancelled
246217,8057,EK359,11/25/2024 15:58,First,1899.47,Cancelled
246218,77643,EK170,4/18/2023 11:22,First,2456.45,Cancelled
246219,74433,EK052,11/19/2023 10:22,Business,5292.82,Delayed
246220,54438,EK280,2/19/2023 4:01,Economy,5715.7,On Time
246221,79027,EK440,9/24/2024 13:19,First,3801.77,Delayed
246222,22819,EK754,12/28/2023 10:18,Economy,186.2,Cancelled
246223,53717,EK196,5/3/2023 6:14,First,5256.84,Cancelled
246224,55447,EK486,7/22/2024 7:48,Business,2169.62,Delayed
246225,46091,EK933,7/23/2024 8:36,Business,1639.13,On Time
246226,30503,EK601,10/4/2023 17:32,Economy,4707.89,Delayed
246227,56046,EK562,3/8/2023 1:17,Business,2986.93,On Time
246228,64839,EK198,3/16/2023 4:44,Business,2584.96,On Time
246229,35689,EK250,9/16/2023 13:04,First,4036.62,On Time
246230,17652,EK362,6/2/2023 10:43,Economy,4210.2,Cancelled
246231,14152,EK748,10/13/2023 13:46,First,3021.73,Cancelled
246232,75330,EK833,10/15/2024 21:02,Economy,584.89,Cancelled
246233,20599,EK653,9/24/2024 11:28,First,2317.03,Delayed
246234,61246,EK102,1/24/2023 16:05,Business,4535.48,Delayed
246235,72201,EK325,9/22/2024 1:56,Business,2488.38,On Time
246236,59805,EK328,12/21/2023 7:14,Economy,3345.19,Cancelled
246237,26914,EK092,7/25/2023 8:28,Business,297.93,On Time
246238,52047,EK750,4/2/2023 9:03,First,4788.09,On Time
246239,11630,EK876,2/3/2024 1:49,Economy,5331.37,Delayed
246240,68866,EK891,2/18/2023 11:44,First,2289.95,Cancelled
246241,74211,EK584,5/31/2024 14:18,Business,3841.63,Cancelled
246242,20250,EK449,11/23/2024 4:57,First,1839.39,Delayed
246243,36312,EK807,4/18/2024 4:28,Business,4580.58,On Time
246244,10881,EK300,11/13/2024 18:59,Economy,1273.97,Delayed
246245,77662,EK425,8/8/2023 21:59,Economy,3750.92,On Time
246246,38373,EK932,1/4/2023 18:07,Economy,464.46,On Time
246247,38435,EK290,7/19/2024 21:10,Economy,2552.11,Cancelled
246248,55332,EK085,1/9/2024 1:28,First,5556.6,On Time
246249,80930,EK901,4/23/2024 2:39,Economy,2753.3,Cancelled
246250,55619,EK166,5/2/2023 17:51,Economy,4719.22,Cancelled
246251,5364,EK158,8/6/2023 9:06,Business,961.67,On Time
246252,60855,EK019,3/29/2024 6:57,Economy,3258.53,On Time
246253,8292,EK534,8/20/2024 10:13,Business,988.3,On Time
246254,17125,EK808,4/24/2023 8:39,Economy,367,Cancelled
246255,12396,EK782,10/1/2024 8:33,Economy,4024.63,Cancelled
246256,30005,EK531,7/16/2024 0:43,Economy,3745.89,Cancelled
246257,24700,EK948,8/21/2024 14:53,Business,1391.45,Delayed
246258,23584,EK457,10/17/2024 21:24,First,968.29,Delayed
246259,44930,EK912,12/19/2023 10:09,Economy,5595.38,On Time
246260,76846,EK076,11/20/2023 6:37,First,3000.67,On Time
246261,46254,EK240,12/25/2024 9:30,First,3666.67,On Time
246262,30985,EK979,8/25/2024 21:33,Business,4335.93,On Time
246263,37467,EK297,2/6/2024 21:01,Business,5084.78,On Time
246264,32481,EK363,8/23/2024 11:25,First,2114.81,Cancelled
246265,47259,EK735,1/11/2024 4:01,Economy,3231.26,Delayed
246266,34188,EK086,7/24/2023 4:29,Economy,1243.34,On Time
246267,15617,EK995,11/8/2024 1:51,Business,5801.37,Cancelled
246268,67497,EK452,5/9/2023 2:08,Business,3472.75,On Time
246269,67819,EK563,6/17/2023 15:26,Business,4833.04,Cancelled
246270,21343,EK438,12/4/2023 19:22,Economy,2623.29,Cancelled
246271,33314,EK385,6/3/2023 19:37,Business,2416.73,Cancelled
246272,13669,EK479,9/24/2023 1:57,Economy,5396.2,Delayed
246273,7991,EK304,2/23/2024 17:18,Economy,304.96,Delayed
246274,40824,EK967,8/1/2023 10:41,First,543.04,On Time
246275,58803,EK477,11/30/2024 17:57,Business,3695.26,Delayed
246276,70549,EK483,2/12/2023 18:05,Economy,3891.33,On Time
246277,79851,EK001,12/3/2024 9:27,Economy,1493.85,Cancelled
246278,66166,EK640,12/23/2024 13:41,Business,1571.1,Delayed
246279,56929,EK348,8/3/2024 21:49,Business,4750.23,Cancelled
246280,72142,EK993,4/27/2023 16:59,Economy,2983.28,Cancelled
246281,8338,EK336,6/24/2024 10:46,Economy,160.03,Delayed
246282,74837,EK964,9/25/2023 12:36,Business,1739.07,On Time
246283,61436,EK144,2/29/2024 9:54,Economy,1377.68,On Time
246284,33618,EK082,4/17/2024 9:43,Economy,5123.3,Delayed
246285,22679,EK381,6/13/2024 23:01,First,3078.41,Delayed
246286,67790,EK410,7/25/2024 1:14,Economy,682.73,Delayed
246287,21217,EK782,1/14/2024 6:11,First,3149.95,On Time
246288,33758,EK255,11/19/2024 6:56,Economy,1138.12,Delayed
246289,18726,EK500,10/25/2024 20:57,Business,5582.89,On Time
246290,12010,EK503,3/16/2024 5:40,Economy,567.52,Delayed
246291,61633,EK245,3/12/2024 8:44,Business,5640.77,Delayed
246292,21962,EK609,11/30/2023 18:26,Economy,2698.64,Cancelled
246293,38328,EK953,1/20/2024 13:50,Economy,3728.81,On Time
246294,66566,EK134,11/15/2024 7:08,Economy,3340.84,Delayed
246295,28829,EK827,3/29/2024 9:58,Economy,5130.48,Delayed
246296,48321,EK873,7/30/2023 22:46,Business,4531.88,Cancelled
246297,58702,EK651,11/8/2024 5:23,Business,683.67,On Time
246298,66353,EK588,11/12/2023 16:43,Business,1265.15,On Time
246299,40186,EK252,6/10/2023 1:28,Business,5581.95,Cancelled
246300,69964,EK468,4/8/2023 1:51,Business,2067.89,Cancelled
246301,34062,EK250,1/2/2024 4:25,Economy,5248.96,On Time
246302,71592,EK706,4/28/2024 14:41,Business,1665.97,On Time
246303,30605,EK148,6/3/2023 17:03,Business,5621.6,On Time
246304,24543,EK578,4/23/2024 22:50,First,5619.55,On Time
246305,3316,EK110,9/6/2024 20:49,Business,2140.2,Delayed
246306,56314,EK870,3/11/2024 10:06,First,1252.66,On Time
246307,67687,EK212,7/25/2024 17:53,Economy,5366.82,Delayed
246308,36167,EK403,4/27/2023 7:50,Business,730.08,Cancelled
246309,60370,EK867,3/7/2023 4:29,First,4797.8,On Time
246310,59683,EK499,9/6/2024 10:52,Economy,3298.7,Cancelled
246311,30480,EK875,3/17/2024 11:54,First,3952.73,Delayed
246312,73856,EK749,7/27/2024 8:32,Business,1612.01,On Time
246313,73493,EK528,8/31/2023 1:57,Business,1604.98,Delayed
246314,70170,EK973,8/6/2024 18:11,First,2495.3,On Time
246315,26507,EK039,11/23/2023 3:21,Economy,212.73,Cancelled
246316,6882,EK336,3/30/2023 9:07,First,4049.32,On Time
246317,42612,EK044,10/14/2024 7:25,Economy,3233.31,Delayed
246318,80890,EK660,8/26/2023 2:07,Business,1570.97,Cancelled
246319,29449,EK084,9/14/2023 3:23,Economy,5511.72,Cancelled
246320,80293,EK055,3/18/2024 23:59,Economy,4400.98,Delayed
246321,79904,EK289,2/7/2023 3:29,Business,1813.12,Cancelled
246322,39076,EK321,10/2/2023 11:57,Economy,4816.6,Cancelled
246323,56337,EK094,1/22/2023 12:36,Economy,2328.75,On Time
246324,56791,EK543,3/12/2023 23:51,Economy,5817.45,On Time
246325,22173,EK982,3/17/2024 7:59,First,1692.82,On Time
246326,69335,EK987,6/13/2023 17:45,Business,1990.58,Cancelled
246327,21613,EK787,6/6/2024 14:22,First,2737.29,On Time
246328,15352,EK962,8/24/2023 1:23,Business,4437.2,On Time
246329,45974,EK061,3/19/2023 16:40,Economy,3345.83,Cancelled
246330,80128,EK440,2/6/2023 23:04,Business,5844.67,Delayed
246331,54104,EK112,4/2/2023 0:32,Business,5380.75,Delayed
246332,20458,EK246,10/1/2023 9:55,Business,1593.02,Delayed
246333,54170,EK754,11/9/2023 17:30,First,4505.63,Delayed
246334,49405,EK834,3/14/2023 18:10,Business,560.38,Cancelled
246335,76072,EK574,3/15/2024 7:16,Business,631.69,Delayed
246336,26108,EK936,11/28/2024 0:47,Economy,2584.47,Delayed
246337,37214,EK947,1/4/2023 2:16,Business,1903.86,Delayed
246338,39519,EK210,2/9/2023 0:54,Economy,476.5,Cancelled
246339,17980,EK362,7/15/2023 20:52,First,4098.39,On Time
246340,45166,EK139,9/7/2023 4:06,First,5742.84,Cancelled
246341,24085,EK865,4/18/2024 12:27,First,4120.65,Delayed
246342,44367,EK973,11/27/2023 23:50,Business,2398.61,Cancelled
246343,43760,EK294,5/30/2024 3:20,Business,712.11,On Time
246344,35244,EK959,9/25/2024 21:39,First,1729.75,Cancelled
246345,27121,EK738,11/4/2023 12:10,First,2970.27,Cancelled
246346,28141,EK879,2/17/2024 6:33,First,2402.5,On Time
246347,25200,EK549,11/21/2024 1:06,Economy,5285.6,Delayed
246348,78705,EK426,5/11/2024 8:28,Economy,1939.76,Cancelled
246349,73448,EK258,9/8/2024 17:29,Business,3974.05,Cancelled
246350,47741,EK474,12/3/2023 21:04,Business,850.97,On Time
246351,62887,EK220,3/15/2024 15:58,Business,751.51,On Time
246352,41124,EK015,10/13/2024 4:00,First,5122.64,Cancelled
246353,1884,EK091,6/26/2023 7:56,Economy,5217.27,On Time
246354,48961,EK883,6/1/2023 20:18,First,5735.76,Cancelled
246355,35581,EK490,9/8/2023 4:59,Business,3679.43,On Time
246356,56853,EK545,2/24/2024 2:42,First,5585.83,Delayed
246357,33850,EK943,1/18/2024 6:41,First,3454.56,Cancelled
246358,19514,EK578,10/18/2024 1:08,First,4646.57,Cancelled
246359,68561,EK925,10/16/2023 12:25,Economy,4429.62,Cancelled
246360,38226,EK150,1/22/2024 11:56,Business,1387.59,Cancelled
246361,3283,EK809,1/24/2024 7:59,Economy,1661.14,Delayed
246362,52082,EK581,9/18/2023 23:22,Economy,3061.18,On Time
246363,2551,EK065,11/8/2024 23:35,Economy,4525.65,Cancelled
246364,71344,EK640,11/26/2024 9:31,First,4126.03,Delayed
246365,51481,EK993,10/21/2023 7:47,Economy,2723.41,Cancelled
246366,29684,EK721,3/8/2023 9:44,First,937.91,Delayed
246367,48563,EK480,3/8/2023 23:20,Business,1340.67,Cancelled
246368,67354,EK070,6/20/2024 14:24,First,3186.68,Cancelled
246369,14793,EK564,7/23/2024 10:31,First,4267.08,Cancelled
246370,47306,EK373,9/5/2024 23:37,Economy,1163.88,On Time
246371,75483,EK371,5/30/2023 8:48,Business,2752.72,Cancelled
246372,38646,EK948,5/31/2023 21:14,First,1858.37,Delayed
246373,71434,EK288,12/16/2023 12:26,Economy,4674.46,Cancelled
246374,49933,EK876,11/9/2024 22:36,Economy,3716.95,Cancelled
246375,20528,EK963,4/14/2024 3:41,Economy,820.44,Cancelled
246376,51070,EK345,9/29/2023 21:44,Economy,3476.63,Cancelled
246377,70725,EK965,10/29/2024 6:55,Business,2880.76,Cancelled
246378,5867,EK243,11/12/2023 20:01,Business,5885.98,On Time
246379,24230,EK157,4/6/2023 10:22,Economy,1390.52,Cancelled
246380,5481,EK618,11/26/2024 20:24,Business,3854.69,Delayed
246381,76976,EK121,12/10/2024 3:28,First,940.49,Cancelled
246382,44091,EK927,2/23/2023 20:51,Economy,4497.53,On Time
246383,39544,EK658,10/28/2024 6:23,Business,913.87,Cancelled
246384,80655,EK310,5/27/2023 2:04,Economy,1087.68,Cancelled
246385,25659,EK057,12/19/2024 0:42,First,5719.49,Cancelled
246386,28394,EK597,1/7/2024 19:49,First,154.73,Delayed
246387,56598,EK703,2/2/2024 0:08,First,5625.6,Delayed
246388,43131,EK746,8/10/2023 17:38,Business,1666.24,Delayed
246389,42005,EK808,2/4/2024 19:05,Economy,4572.51,Delayed
246390,35954,EK117,4/5/2023 9:28,First,1727.12,Cancelled
246391,10643,EK294,3/15/2023 22:32,First,1571.38,On Time
246392,20299,EK030,12/19/2023 15:01,First,309.7,Delayed
246393,16872,EK136,9/2/2023 13:08,First,4276.55,Cancelled
246394,54367,EK583,1/12/2023 2:12,First,573.71,Cancelled
246395,22518,EK729,11/19/2023 7:48,Business,651.6,On Time
246396,43548,EK410,6/10/2023 12:05,Business,437.14,On Time
246397,68625,EK466,2/24/2024 5:07,Economy,3305.56,On Time
246398,39217,EK289,3/5/2024 22:12,Business,5059.89,Cancelled
246399,21233,EK937,9/29/2023 22:11,First,5254.65,Delayed
246400,9692,EK926,11/16/2024 0:03,Business,359.84,On Time
246401,24226,EK493,9/22/2024 1:40,Economy,2199.55,On Time
246402,73267,EK831,12/2/2024 12:19,Business,3414.85,Delayed
246403,76370,EK663,4/3/2023 0:59,Business,5204.73,Cancelled
246404,41982,EK931,11/25/2024 7:45,First,4965.2,Delayed
246405,19014,EK622,4/17/2024 20:34,First,2467.37,Cancelled
246406,9469,EK450,9/24/2024 8:28,Economy,3603.92,Delayed
246407,37315,EK705,1/25/2023 12:24,First,5908.44,Delayed
246408,70648,EK543,2/13/2023 2:08,Business,4406.07,Delayed
246409,38561,EK439,5/9/2024 6:04,Economy,3130.84,Cancelled
246410,9610,EK380,6/18/2023 12:37,Business,2417.62,Delayed
246411,25787,EK987,3/18/2024 6:51,Economy,5585.25,Delayed
246412,26487,EK312,3/4/2024 20:48,Business,1322.39,Cancelled
246413,1592,EK960,2/12/2023 23:24,Business,4899.75,On Time
246414,34094,EK668,9/26/2023 8:32,Economy,2294.58,Cancelled
246415,1623,EK550,5/6/2023 14:40,Economy,1417.85,Cancelled
246416,45413,EK433,6/22/2024 0:42,Economy,2152.92,Cancelled
246417,60833,EK022,3/13/2023 8:26,First,2402.59,Cancelled
246418,45694,EK754,3/3/2024 18:57,First,3444.81,On Time
246419,55847,EK895,8/17/2024 9:09,Business,2095.71,Delayed
246420,8157,EK949,4/16/2024 14:14,Business,1481.8,On Time
246421,23708,EK009,1/7/2024 12:39,Economy,5772.86,Cancelled
246422,13068,EK641,7/27/2024 8:02,First,521.36,Cancelled
246423,54482,EK082,5/5/2024 19:30,Business,1557.13,Cancelled
246424,16708,EK203,2/4/2024 21:12,First,319.93,Cancelled
246425,31671,EK530,9/22/2024 2:12,Economy,310.75,On Time
246426,40416,EK301,10/17/2024 9:51,First,564.4,Cancelled
246427,27445,EK957,3/23/2023 18:29,First,5101.68,Delayed
246428,74873,EK300,5/31/2024 1:09,First,5098.48,Delayed
246429,6004,EK870,12/30/2023 9:04,Economy,1475.13,On Time
246430,25927,EK720,9/22/2023 17:12,Economy,2445.5,Cancelled
246431,14567,EK802,5/25/2023 0:30,Economy,5383.59,On Time
246432,66030,EK982,5/11/2023 3:00,Business,2848.25,Delayed
246433,36664,EK590,9/22/2023 22:33,Economy,554.11,On Time
246434,76679,EK559,11/25/2023 10:53,First,2663.22,Cancelled
246435,53352,EK898,7/18/2023 9:54,First,4490.46,Delayed
246436,30765,EK888,9/12/2023 11:10,Business,1504.76,Delayed
246437,23286,EK970,12/8/2024 20:00,Economy,683.41,Cancelled
246438,25793,EK471,11/19/2023 9:17,Business,1120.04,On Time
246439,72706,EK627,12/12/2024 17:16,Business,4856.26,Delayed
246440,69851,EK831,4/13/2024 19:22,Economy,4837.75,Cancelled
246441,54307,EK135,3/21/2023 23:18,Business,2604.99,On Time
246442,68317,EK918,2/4/2023 14:04,Business,2850.63,Cancelled
246443,74420,EK216,7/21/2024 18:51,Economy,2883.99,Cancelled
246444,13009,EK124,1/18/2023 4:35,First,5943.24,On Time
246445,41582,EK985,8/15/2024 14:02,Business,1835.38,Cancelled
246446,24003,EK548,8/30/2024 1:11,Business,4627.16,On Time
246447,16404,EK108,4/10/2023 9:40,Business,5191.43,Cancelled
246448,78227,EK407,6/5/2023 13:10,Business,2667.15,Cancelled
246449,64571,EK346,8/11/2024 20:13,Business,4011.68,Cancelled
246450,32698,EK551,12/17/2024 23:13,First,3497.51,Delayed
246451,5803,EK635,12/7/2023 11:17,Business,810.37,Cancelled
246452,18261,EK495,12/20/2024 12:26,Economy,3237.49,On Time
246453,33948,EK931,1/20/2023 3:26,Economy,2231.25,Cancelled
246454,2845,EK824,6/19/2024 5:02,Business,4764.76,Cancelled
246455,29866,EK819,11/11/2024 4:36,First,4448.99,Delayed
246456,46801,EK105,8/8/2024 3:19,First,1077.05,Delayed
246457,42765,EK637,8/1/2024 14:47,Business,1418.13,Delayed
246458,35169,EK646,8/6/2024 6:54,Business,1244.69,Cancelled
246459,2154,EK185,1/2/2023 8:28,Economy,4601.65,Cancelled
246460,2561,EK715,9/7/2023 6:42,Economy,2555.92,Cancelled
246461,73833,EK792,1/6/2024 19:51,Economy,5171.96,On Time
246462,65472,EK618,6/18/2024 4:22,Business,327.4,Delayed
246463,53556,EK378,9/12/2024 17:03,Economy,443.08,On Time
246464,13162,EK077,7/14/2024 21:13,First,1966.77,Cancelled
246465,50101,EK655,7/3/2024 4:53,Economy,3297,On Time
246466,14016,EK020,10/18/2023 3:13,Economy,5161.75,On Time
246467,9190,EK119,9/17/2024 4:52,First,4646.58,Cancelled
246468,67480,EK695,9/25/2024 3:45,Economy,776.56,On Time
246469,48292,EK681,7/10/2024 11:18,First,5789.85,On Time
246470,78539,EK753,12/23/2024 4:09,First,2397.98,Delayed
246471,50156,EK409,8/8/2024 6:16,Economy,1925.26,Cancelled
246472,14500,EK570,12/9/2024 8:13,Business,654.61,Delayed
246473,70580,EK980,2/4/2023 3:54,Economy,4506.38,Delayed
246474,28406,EK586,2/26/2023 7:19,Economy,3961.82,Delayed
246475,71911,EK420,7/11/2024 9:09,First,650.15,Delayed
246476,69482,EK924,1/13/2023 9:30,Business,5095.76,Cancelled
246477,50982,EK802,8/30/2023 12:07,First,4963.98,Cancelled
246478,5433,EK885,3/5/2023 15:59,Business,3215.26,Cancelled
246479,47785,EK104,12/21/2024 21:14,Economy,4842.92,Cancelled
246480,43266,EK456,4/19/2023 0:36,Economy,3308.95,Cancelled
246481,59247,EK823,7/28/2023 20:17,Business,4301.9,Cancelled
246482,78002,EK374,11/23/2024 1:48,First,5526.47,Cancelled
246483,10025,EK313,7/21/2023 21:16,First,5220.63,On Time
246484,11478,EK230,2/20/2023 9:29,First,5887.63,Cancelled
246485,72718,EK653,8/16/2024 17:59,Economy,1411.59,Delayed
246486,60705,EK508,4/6/2024 4:14,Business,3481.12,Cancelled
246487,14980,EK555,3/31/2023 17:27,Business,3944.26,On Time
246488,46005,EK733,7/22/2024 19:01,Business,4370.5,Cancelled
246489,44006,EK168,3/9/2024 13:24,Economy,5226.38,Cancelled
246490,77250,EK006,4/25/2023 18:37,Business,1205.86,Delayed
246491,59442,EK326,1/20/2024 13:54,First,4080.44,On Time
246492,60670,EK406,3/9/2023 8:40,Business,1404.33,Cancelled
246493,46718,EK219,4/15/2024 14:17,First,5932.98,Delayed
246494,31222,EK090,1/14/2023 22:07,Business,245.6,Delayed
246495,39139,EK005,1/3/2024 9:10,First,3150.9,On Time
246496,75813,EK675,6/8/2024 13:09,Economy,1613.08,On Time
246497,72267,EK904,2/24/2024 23:35,Economy,245.45,Delayed
246498,55233,EK864,4/24/2024 21:43,First,3401.58,Cancelled
246499,57959,EK145,7/14/2024 4:04,First,5695.11,Delayed
246500,27410,EK906,9/24/2024 7:18,First,2103.58,Cancelled
246501,77296,EK065,5/5/2024 3:09,First,3497.51,Delayed
246502,27437,EK131,4/4/2024 17:30,First,1337.67,On Time
246503,29378,EK123,6/18/2023 0:52,Economy,2828.11,On Time
246504,38717,EK580,4/18/2023 11:43,Economy,2577.73,Cancelled
246505,56553,EK291,3/28/2024 19:36,Economy,2236.82,Delayed
246506,17576,EK377,1/13/2024 16:10,Business,5290.57,Delayed
246507,66352,EK504,5/25/2023 18:53,Economy,2821.07,Delayed
246508,29742,EK145,8/23/2024 12:29,Business,3245.45,Delayed
246509,14285,EK897,12/12/2024 2:53,Economy,3772.41,Cancelled
246510,7977,EK514,4/12/2023 23:27,Economy,1229.32,On Time
246511,65737,EK394,7/3/2024 6:24,Economy,704.14,On Time
246512,38921,EK212,8/10/2023 17:51,Economy,4043.69,Cancelled
246513,44891,EK990,10/2/2023 18:54,Business,2474.53,Cancelled
246514,28095,EK338,10/26/2023 1:33,Business,5945.67,Cancelled
246515,45364,EK281,1/21/2023 23:03,Business,5639.27,Cancelled
246516,69110,EK998,4/17/2024 16:06,Business,1570.3,Delayed
246517,12505,EK779,6/1/2024 22:16,First,2522.24,Cancelled
246518,61467,EK030,12/29/2024 19:10,First,2008.86,On Time
246519,56065,EK255,10/15/2023 2:09,First,682.24,Delayed
246520,15347,EK775,1/3/2023 1:46,Business,5928.43,Cancelled
246521,74975,EK376,1/31/2023 4:21,Economy,445.07,Cancelled
246522,41484,EK553,3/10/2024 18:52,First,3697.32,On Time
246523,67925,EK740,2/1/2023 22:35,Business,4535.76,Cancelled
246524,71111,EK372,11/10/2023 14:34,Business,5287.8,Delayed
246525,25857,EK452,12/21/2023 19:08,First,564.04,On Time
246526,52090,EK308,3/14/2024 5:14,First,5042.31,Delayed
246527,5690,EK356,5/21/2023 8:19,Business,3120.77,Cancelled
246528,16769,EK988,8/22/2024 1:27,Economy,5426.59,Delayed
246529,23046,EK494,2/1/2024 7:18,First,5572.44,Delayed
246530,54753,EK275,1/27/2023 12:36,Economy,3877.84,Cancelled
246531,11873,EK525,5/23/2024 2:21,First,3233.7,Cancelled
246532,11838,EK030,11/1/2023 2:02,First,5876.05,On Time
246533,27912,EK756,7/9/2024 7:13,First,5409.11,On Time
246534,80504,EK981,2/13/2024 12:15,First,4572.01,On Time
246535,71213,EK688,7/21/2023 8:05,Business,1165.03,Cancelled
246536,51848,EK425,7/12/2023 1:54,First,3988.89,On Time
246537,24292,EK364,4/16/2023 6:30,Economy,1860.97,On Time
246538,1059,EK103,8/4/2024 22:14,Economy,1342.73,Delayed
246539,19351,EK754,11/30/2023 18:32,Economy,284.81,Delayed
246540,28400,EK333,12/22/2023 6:10,Business,4987.39,On Time
246541,50505,EK253,3/10/2023 0:18,First,2664.78,Delayed
246542,68188,EK103,7/25/2023 21:17,First,5738.89,Delayed
246543,3168,EK702,5/28/2024 12:46,Economy,3554.67,On Time
246544,19720,EK469,1/3/2023 10:08,Business,4746.09,Cancelled
246545,61430,EK142,1/15/2023 8:49,Economy,3062.22,Cancelled
246546,34942,EK887,10/12/2023 3:29,Business,2970.22,On Time
246547,64187,EK446,10/17/2023 21:58,First,2748.69,Cancelled
246548,53850,EK391,8/20/2024 5:43,Business,3190.4,On Time
246549,20411,EK011,6/4/2023 11:50,Economy,5217.56,Cancelled
